"yearbuilt","finsqft","cooling","bedroom","fullbath","halfbath","lotsize","totalvalue","esdistrict","msdistrict","hsdistrict","censustract","age","condition","fp"
2011,2504,"Central Air",3,3,0,24.913,607300,"Broadus Wood","Jouett","Albemarle","101",8,"Average",1
2007,3010,"Central Air",4,3,1,2.25,637500,"Broadus Wood","Jouett","Albemarle","101",12,"Average",1
1754,520,"No Central Air",1,1,0,4.41,192500,"Broadus Wood","Jouett","Albemarle","101",265,"Fair",1
2013,2452,"Central Air",2,2,1,4,629400,"Broadus Wood","Jouett","Albemarle","101",6,"Average",1
2013,2999,"Central Air",4,3,1,3.67,671200,"Broadus Wood","Jouett","Albemarle","101",6,"Average",1
2016,3253,"Central Air",5,4,0,2.56,821100,"Broadus Wood","Jouett","Albemarle","101",3,"Average",1
1971,2124,"Central Air",3,3,1,8.43,877000,"Broadus Wood","Jouett","Albemarle","101",48,"Good",1
1981,946,"No Central Air",2,1,0,4.87,155200,"Broadus Wood","Jouett","Albemarle","101",38,"Average",0
1754,1580,"No Central Air",4,1,0,81.75,628100,"Broadus Wood","Jouett","Albemarle","101",265,"Average",0
1920,899,"No Central Air",2,1,0,15.02,245200,"Broadus Wood","Jouett","Albemarle","101",99,"Fair",0
1994,1152,"Central Air",3,2,0,2,162600,"Broadus Wood","Jouett","Albemarle","101",25,"Average",0
1972,1374,"No Central Air",3,2,0,3,246300,"Broadus Wood","Jouett","Albemarle","101",47,"Fair",1
1902,1904,"No Central Air",5,1,0,115.812,470400,"Broadus Wood","Jouett","Albemarle","101",117,"Poor",1
1981,1211,"Central Air",3,2,0,25.411,344800,"Broadus Wood","Jouett","Albemarle","101",38,"Average",0
1984,1728,"No Central Air",5,2,0,2.117,180800,"Broadus Wood","Jouett","Albemarle","101",35,"Average",0
1754,768,"No Central Air",2,0,0,163.75,575600,"Broadus Wood","Jouett","Albemarle","101",265,"Fair",0
2003,1904,"Central Air",3,2,0,9.865,248900,"Broadus Wood","Jouett","Albemarle","101",16,"Average",0
1994,1049,"Central Air",3,2,0,2,156800,"Broadus Wood","Jouett","Albemarle","101",25,"Average",0
1754,629,"No Central Air",2,1,0,2,78000,"Broadus Wood","Jouett","Albemarle","101",265,"Poor",0
1978,1934,"Central Air",3,2,0,5.72,280400,"Broadus Wood","Jouett","Albemarle","101",41,"Average",0
1989,1112,"Central Air",4,2,0,2.01,213700,"Broadus Wood","Jouett","Albemarle","101",30,"Average",0
2001,2636,"Central Air",3,3,0,2.14,283700,"Broadus Wood","Jouett","Albemarle","101",18,"Average",1
1994,1188,"Central Air",3,2,1,2.14,220300,"Broadus Wood","Jouett","Albemarle","101",25,"Good",0
2000,1972,"Central Air",3,2,1,2.05,282300,"Broadus Wood","Jouett","Albemarle","101",19,"Average",0
2005,2198,"Central Air",4,2,1,3.2,263000,"Broadus Wood","Jouett","Albemarle","101",14,"Average",1
1995,1909,"Central Air",3,2,0,2,225800,"Broadus Wood","Jouett","Albemarle","101",24,"Average",1
1903,4496,"Central Air",5,3,0,258.534,2051900,"Broadus Wood","Jouett","Albemarle","101",116,"Good",1
1968,2186,"No Central Air",3,2,1,9.45,372500,"Broadus Wood","Jouett","Albemarle","102.01",51,"Average",1
1948,864,"No Central Air",3,1,0,1,128900,"Broadus Wood","Jouett","Albemarle","102.01",71,"Fair",0
1961,965,"Central Air",2,1,0,1.665,132600,"Broadus Wood","Jouett","Albemarle","102.01",58,"Fair",1
1998,2100,"Central Air",3,3,1,30.88,633300,"Broadus Wood","Jouett","Albemarle","102.01",21,"Good",1
1979,3080,"Central Air",4,2,0,19.5,576100,"Broadus Wood","Jouett","Albemarle","102.01",40,"Average",1
1987,1982,"Central Air",3,2,0,2.491,317300,"Broadus Wood","Jouett","Albemarle","102.01",32,"Good",0
1989,1800,"Central Air",3,2,1,4.159,281900,"Broadus Wood","Jouett","Albemarle","102.01",30,"Average",1
1992,1428,"Central Air",2,2,1,8.801,333200,"Broadus Wood","Jouett","Albemarle","102.01",27,"Good",1
1983,912,"Central Air",3,2,0,2.163,229700,"Broadus Wood","Jouett","Albemarle","102.01",36,"Good",0
1978,2760,"Central Air",3,2,0,2.011,269600,"Broadus Wood","Jouett","Albemarle","102.01",41,"Average",0
1986,1032,"Central Air",3,1,1,3.389,185200,"Broadus Wood","Jouett","Albemarle","102.01",33,"Average",0
1754,3236,"Central Air",4,3,0,2.05,379500,"Broadus Wood","Jouett","Albemarle","102.01",265,"Average",1
1754,912,"No Central Air",0,0,0,528,724700,"Crozet","Henley","Western Albemarle","101",265,"Substandard",0
1998,3234,"Central Air",4,3,0,139.03,883900,"Crozet","Henley","Western Albemarle","101",21,"Average",1
1974,1638,"Central Air",7,2,0,1,277900,"Crozet","Henley","Western Albemarle","101",45,"Average",1
1986,2727,"Central Air",5,3,1,1,468300,"Crozet","Henley","Western Albemarle","101",33,"Average",1
1955,300,"No Central Air",1,0,0,10.85,144400,"Crozet","Henley","Western Albemarle","101",64,"Average",0
1990,1962,"Central Air",3,2,0,5,286100,"Crozet","Henley","Western Albemarle","101",29,"Average",1
1995,2862,"Central Air",3,2,1,110.093,1118600,"Crozet","Henley","Western Albemarle","101",24,"Average",1
1971,1834,"Central Air",2,1,1,15.08,764100,"Crozet","Henley","Western Albemarle","101",48,"Good",1
1800,2264,"Central Air",4,3,0,3,312000,"Crozet","Henley","Western Albemarle","101",219,"Good",1
1949,1274,"Central Air",2,2,0,170.4,1219600,"Crozet","Henley","Western Albemarle","101",70,"Good",0
1998,5929,"Central Air",8,4,1,11.8,2139700,"Crozet","Henley","Western Albemarle","101",21,"Good",0
2012,2022,"Central Air",4,2,1,1,280300,"Crozet","Henley","Western Albemarle","101",7,"Average",0
1769,3390,"Central Air",4,2,0,4,609800,"Crozet","Henley","Western Albemarle","101",250,"Good",1
1978,1521,"Central Air",5,2,0,21,411400,"Crozet","Henley","Western Albemarle","101",41,"Average",0
2005,1779,"Central Air",3,2,0,1,257800,"Crozet","Henley","Western Albemarle","101",14,"Average",0
1920,2748,"Central Air",4,3,1,15.495,683900,"Crozet","Henley","Western Albemarle","101",99,"Excellent",0
1999,1779,"Central Air",3,2,1,7.05,339200,"Crozet","Henley","Western Albemarle","101",20,"Good",1
1998,1244,"Central Air",1,1,0,50.648,628100,"Crozet","Henley","Western Albemarle","101",21,"Good",1
1930,840,"No Central Air",2,1,0,10.1,132500,"Crozet","Henley","Western Albemarle","101",89,"Poor",0
1929,860,"No Central Air",2,1,0,4,98100,"Crozet","Henley","Western Albemarle","101",90,"Poor",0
1977,960,"No Central Air",3,1,0,2.001,118400,"Crozet","Henley","Western Albemarle","101",42,"Average",0
1950,1480,"No Central Air",3,1,0,4.091,109000,"Crozet","Henley","Western Albemarle","101",69,"Poor",0
1920,944,"No Central Air",2,1,0,32.94,251600,"Crozet","Henley","Western Albemarle","101",99,"Substandard",0
1800,1748,"No Central Air",1,1,0,7.754,153100,"Crozet","Henley","Western Albemarle","101",219,"Average",0
1950,824,"No Central Air",2,1,0,120,716400,"Crozet","Henley","Western Albemarle","101",69,"Poor",0
1980,2510,"Central Air",4,3,0,5.11,503200,"Crozet","Henley","Western Albemarle","101",39,"Average",1
1983,944,"No Central Air",3,1,0,2.029,103700,"Crozet","Henley","Western Albemarle","101",36,"Average",0
1962,864,"No Central Air",3,1,0,0.62,48300,"Crozet","Henley","Western Albemarle","101",57,"Poor",0
1944,1924,"Central Air",4,2,0,8,238500,"Crozet","Henley","Western Albemarle","101",75,"Average",0
1965,775,"Central Air",2,1,0,1.646,119200,"Crozet","Henley","Western Albemarle","101",54,"Fair",1
1950,1350,"No Central Air",3,1,0,1.141,173100,"Crozet","Henley","Western Albemarle","101",69,"Good",0
1956,1579,"Central Air",3,2,0,2.721,198800,"Crozet","Henley","Western Albemarle","101",63,"Average",1
1956,1128,"Central Air",2,1,0,0.565,111400,"Crozet","Henley","Western Albemarle","101",63,"Fair",1
1960,1536,"Central Air",3,2,0,0.5,144500,"Crozet","Henley","Western Albemarle","101",59,"Average",0
1958,912,"Central Air",2,1,0,0.55,127700,"Crozet","Henley","Western Albemarle","101",61,"Average",0
1975,1766,"Central Air",3,2,1,2.001,228100,"Crozet","Henley","Western Albemarle","101",44,"Average",1
1974,1332,"Central Air",3,1,0,1.922,147400,"Crozet","Henley","Western Albemarle","101",45,"Average",0
1940,1336,"No Central Air",3,1,0,5.11,64900,"Crozet","Henley","Western Albemarle","101",79,"Poor",0
1934,660,"No Central Air",0,0,0,2,63700,"Crozet","Henley","Western Albemarle","101",85,"Poor",0
1942,440,"No Central Air",2,0,0,2,39600,"Crozet","Henley","Western Albemarle","101",77,"Substandard",0
1934,480,"No Central Air",0,0,0,10,69200,"Crozet","Henley","Western Albemarle","101",85,"Substandard",0
1961,854,"No Central Air",2,1,0,3,74800,"Crozet","Henley","Western Albemarle","101",58,"Fair",0
1966,1416,"Central Air",3,1,0,2.84,177500,"Crozet","Henley","Western Albemarle","101",53,"Fair",1
2002,1774,"Central Air",2,3,0,5.035,178500,"Crozet","Henley","Western Albemarle","101",17,"Average",0
1972,2959,"No Central Air",4,3,0,2,280000,"Crozet","Henley","Western Albemarle","101",47,"Average",1
1968,1608,"Central Air",3,2,1,4.65,279200,"Crozet","Henley","Western Albemarle","101",51,"Average",1
1963,1041,"No Central Air",3,1,0,0.59,122600,"Crozet","Henley","Western Albemarle","101",56,"Average",0
1910,2504,"No Central Air",4,1,0,17.1,236000,"Crozet","Henley","Western Albemarle","101",109,"Poor",0
2008,816,"Central Air",3,2,0,1.959,216700,"Crozet","Henley","Western Albemarle","101",11,"Average",0
1900,1600,"No Central Air",4,1,0,2.066,123500,"Crozet","Henley","Western Albemarle","101",119,"Average",0
1975,1520,"No Central Air",3,1,0,2.03,151900,"Crozet","Henley","Western Albemarle","101",44,"Average",1
1965,912,"No Central Air",2,1,0,0.51,77900,"Crozet","Henley","Western Albemarle","101",54,"Average",0
1910,2609,"No Central Air",6,1,0,1,32800,"Crozet","Henley","Western Albemarle","101",109,"Substandard",1
2012,1367,"Central Air",3,2,0,4.6,133100,"Crozet","Henley","Western Albemarle","101",7,"Average",0
1910,2233,"Central Air",2,2,0,2.29,212200,"Crozet","Henley","Western Albemarle","101",109,"Fair",0
2012,2039,"Central Air",3,3,0,4.68,248400,"Crozet","Henley","Western Albemarle","101",7,"Fair",0
1940,625,"No Central Air",1,0,0,3.165,59100,"Crozet","Henley","Western Albemarle","101",79,"Substandard",0
1950,900,"Central Air",1,1,0,1.52,165000,"Crozet","Henley","Western Albemarle","101",69,"Average",0
1970,759,"Central Air",3,1,0,0.523,61900,"Crozet","Henley","Western Albemarle","101",49,"Average",0
2017,1236,"Central Air",1,1,1,24.256,314000,"Crozet","Henley","Western Albemarle","101",2,"Average",0
2003,1200,"Central Air",2,1,0,2.231,237300,"Crozet","Henley","Western Albemarle","101",16,"Average",1
1936,2236,"Central Air",4,2,1,2,292900,"Crozet","Henley","Western Albemarle","101",83,"Average",1
1966,1306,"No Central Air",3,1,0,1.054,55000,"Crozet","Henley","Western Albemarle","101",53,"Poor",1
2006,786,"No Central Air",3,2,0,5,172700,"Crozet","Henley","Western Albemarle","101",13,"Good",0
1990,1607,"No Central Air",1,1,0,33.967,397000,"Crozet","Henley","Western Albemarle","101",29,"Average",0
1989,2464,"Central Air",3,4,0,18.17,381200,"Crozet","Henley","Western Albemarle","101",30,"Average",0
1966,768,"No Central Air",2,1,0,0.69,57900,"Crozet","Henley","Western Albemarle","101",53,"Average",0
2007,1792,"Central Air",3,2,0,10.514,240900,"Crozet","Henley","Western Albemarle","101",12,"Average",0
1940,1731,"No Central Air",5,1,0,11.24,154000,"Crozet","Henley","Western Albemarle","101",79,"Fair",0
2006,864,"Central Air",2,1,0,14.965,160300,"Crozet","Henley","Western Albemarle","101",13,"Fair",1
1920,1134,"No Central Air",3,1,0,4,85700,"Crozet","Henley","Western Albemarle","101",99,"Substandard",0
1996,2429,"Central Air",3,3,1,4.159,329000,"Crozet","Henley","Western Albemarle","101",23,"Average",1
1993,2080,"Central Air",3,3,0,30.053,532600,"Crozet","Henley","Western Albemarle","101",26,"Average",1
2003,2664,"Central Air",4,3,1,2,450900,"Crozet","Henley","Western Albemarle","101",16,"Average",1
2000,864,"Central Air",2,2,0,2.295,297300,"Crozet","Henley","Western Albemarle","101",19,"Average",0
2007,4878,"Central Air",4,3,1,21,758000,"Crozet","Henley","Western Albemarle","101",12,"Average",0
2002,1728,"Central Air",2,2,0,11,387200,"Crozet","Henley","Western Albemarle","101",17,"Average",1
1986,1780,"No Central Air",1,1,0,2,97400,"Crozet","Henley","Western Albemarle","101",33,"Fair",0
1960,1228,"No Central Air",3,1,0,16.948,161300,"Crozet","Henley","Western Albemarle","101",59,"Average",0
1957,1266,"No Central Air",3,1,0,15.449,171200,"Crozet","Henley","Western Albemarle","101",62,"Average",0
1981,2185,"Central Air",2,2,0,4.473,310700,"Crozet","Henley","Western Albemarle","101",38,"Average",1
2004,1036,"Central Air",2,1,0,2.048,181200,"Crozet","Henley","Western Albemarle","101",15,"Average",1
2006,2237,"Central Air",4,2,1,2.058,266200,"Crozet","Henley","Western Albemarle","101",13,"Average",0
1950,664,"No Central Air",0,0,0,8.815,46200,"Crozet","Henley","Western Albemarle","101",69,"Poor",1
1988,3073,"Central Air",3,4,0,203.25,548700,"Crozet","Henley","Western Albemarle","101",31,"Average",1
1997,1720,"Central Air",3,2,0,10.02,275400,"Meriwether Lewis","Henley","Western Albemarle","101",22,"Average",0
2006,1274,"Central Air",3,2,0,30.54,224400,"Crozet","Henley","Western Albemarle","101",13,"Average",0
1840,988,"No Central Air",1,1,0,1,81600,"Meriwether Lewis","Henley","Western Albemarle","101",179,"Fair",0
1754,800,"No Central Air",0,0,0,21.436,154700,"Meriwether Lewis","Henley","Western Albemarle","101",265,"Substandard",0
1754,1280,"No Central Air",2,1,0,21.44,162100,"Meriwether Lewis","Henley","Western Albemarle","101",265,"Substandard",0
2004,864,"No Central Air",2,1,0,261.711,741400,"Crozet","Henley","Western Albemarle","101",15,"Average",0
1990,1592,"Central Air",4,2,0,3.6,318700,"Meriwether Lewis","Henley","Western Albemarle","101",29,"Average",1
1990,1200,"No Central Air",2,1,0,25.016,269700,"Meriwether Lewis","Henley","Western Albemarle","101",29,"Average",0
1978,1986,"Central Air",3,2,0,27.191,535100,"Meriwether Lewis","Henley","Western Albemarle","101",41,"Average",1
1978,1500,"No Central Air",3,3,0,21.489,390700,"Meriwether Lewis","Henley","Western Albemarle","101",41,"Average",1
1912,2802,"Central Air",4,3,1,14.969,707400,"Meriwether Lewis","Henley","Western Albemarle","101",107,"Average",1
1987,3255,"Central Air",2,2,0,5.007,516900,"Meriwether Lewis","Henley","Western Albemarle","101",32,"Average",1
1985,1438,"Central Air",2,2,0,4.261,372900,"Meriwether Lewis","Henley","Western Albemarle","101",34,"Average",1
1989,3017,"No Central Air",4,3,0,22.978,1065600,"Meriwether Lewis","Henley","Western Albemarle","101",30,"Average",1
2008,5034,"Central Air",3,3,1,40.47,2587300,"Meriwether Lewis","Henley","Western Albemarle","101",11,"Average",1
2009,8849,"Central Air",4,5,2,51.71,2367700,"Meriwether Lewis","Henley","Western Albemarle","101",10,"Average",1
2014,2448,"Central Air",3,2,1,4.5,614100,"Meriwether Lewis","Henley","Western Albemarle","101",5,"Average",1
1958,2436,"Central Air",2,2,0,7.733,409000,"Meriwether Lewis","Henley","Western Albemarle","101",61,"Good",0
1993,1232,"Central Air",3,2,0,2.387,203000,"Meriwether Lewis","Henley","Western Albemarle","101",26,"Average",0
1969,1260,"No Central Air",3,1,0,10,277300,"Meriwether Lewis","Henley","Western Albemarle","101",50,"Fair",1
2019,1645,"Central Air",3,2,1,6,398200,"Meriwether Lewis","Henley","Western Albemarle","101",0,"Average",1
1983,1442,"Central Air",1,2,0,11.217,320700,"Meriwether Lewis","Henley","Western Albemarle","101",36,"Average",0
1982,1641,"Central Air",3,2,0,15.005,388700,"Meriwether Lewis","Henley","Western Albemarle","101",37,"Average",0
1978,2600,"Central Air",3,2,1,5,503600,"Meriwether Lewis","Henley","Western Albemarle","101",41,"Average",1
1977,1376,"Central Air",3,2,0,5,259200,"Meriwether Lewis","Henley","Western Albemarle","101",42,"Average",1
1979,1584,"Central Air",3,1,1,15,348400,"Meriwether Lewis","Henley","Western Albemarle","101",40,"Average",1
1979,864,"Central Air",3,1,1,3.631,203900,"Meriwether Lewis","Henley","Western Albemarle","101",40,"Average",0
1998,500,"No Central Air",1,1,0,29.324,384100,"Meriwether Lewis","Henley","Western Albemarle","101",21,"Average",0
1990,3364,"Central Air",4,3,1,38,864800,"Meriwether Lewis","Henley","Western Albemarle","101",29,"Average",1
1982,1981,"No Central Air",3,3,0,21,432900,"Meriwether Lewis","Henley","Western Albemarle","101",37,"Good",1
1997,1232,"Central Air",2,2,0,2,231900,"Meriwether Lewis","Henley","Western Albemarle","101",22,"Average",1
1977,2742,"Central Air",5,2,0,2.462,324300,"Meriwether Lewis","Henley","Western Albemarle","101",42,"Poor",1
2001,947,"Central Air",1,1,0,10,256700,"Meriwether Lewis","Henley","Western Albemarle","101",18,"Average",0
1984,1252,"No Central Air",2,2,0,23,538100,"Meriwether Lewis","Henley","Western Albemarle","101",35,"Average",1
1998,1611,"No Central Air",3,3,0,22.132,435700,"Meriwether Lewis","Henley","Western Albemarle","101",21,"Average",0
1982,952,"No Central Air",3,1,0,3.16,139100,"Meriwether Lewis","Henley","Western Albemarle","101",37,"Average",0
1998,2961,"Central Air",4,2,1,24,614100,"Meriwether Lewis","Henley","Western Albemarle","101",21,"Average",0
1987,1408,"Central Air",3,2,0,22.2,468100,"Meriwether Lewis","Henley","Western Albemarle","101",32,"Average",0
1992,648,"No Central Air",1,0,0,108.88,153700,"Meriwether Lewis","Henley","Western Albemarle","101",27,"Average",1
1956,1075,"Central Air",2,1,0,56.89,547100,"Meriwether Lewis","Henley","Western Albemarle","101",63,"Average",0
1959,870,"No Central Air",2,1,0,11.879,240700,"Meriwether Lewis","Henley","Western Albemarle","101",60,"Average",0
1986,3416,"Central Air",4,4,1,21.01,1316500,"Meriwether Lewis","Henley","Western Albemarle","101",33,"Average",1
1900,2116,"No Central Air",4,1,0,54.297,712800,"Meriwether Lewis","Henley","Western Albemarle","101",119,"Fair",1
1966,1331,"No Central Air",3,1,1,8.43,322600,"Meriwether Lewis","Henley","Western Albemarle","101",53,"Average",1
1973,2106,"Central Air",3,3,0,189.77,646200,"Meriwether Lewis","Henley","Western Albemarle","101",46,"Average",1
1980,1454,"Central Air",3,2,0,2.008,288800,"Meriwether Lewis","Henley","Western Albemarle","101",39,"Average",0
1982,1866,"Central Air",3,2,0,5.094,320700,"Meriwether Lewis","Henley","Western Albemarle","101",37,"Average",0
2010,3177,"Central Air",4,5,0,3.005,1030300,"Meriwether Lewis","Henley","Western Albemarle","101",9,"Average",1
1987,3214,"Central Air",4,3,0,81.44,2094300,"Meriwether Lewis","Henley","Western Albemarle","101",32,"Average",1
2012,2996,"Central Air",3,2,1,5.465,842400,"Meriwether Lewis","Henley","Western Albemarle","101",7,"Average",1
1942,1566,"Central Air",2,2,0,2.001,301500,"Meriwether Lewis","Henley","Western Albemarle","101",77,"Average",0
1998,1718,"Central Air",3,2,1,2.5,298800,"Meriwether Lewis","Henley","Western Albemarle","101",21,"Fair",1
2018,2870,"Central Air",3,3,1,20.8,1227100,"Meriwether Lewis","Henley","Western Albemarle","101",1,"Average",1
1978,1818,"Central Air",2,3,0,43.992,1302400,"Meriwether Lewis","Henley","Western Albemarle","101",41,"Average",1
1964,1734,"Central Air",2,2,0,1.404,216200,"Meriwether Lewis","Henley","Western Albemarle","101",55,"Average",0
1964,733,"No Central Air",3,1,0,1.16,154700,"Meriwether Lewis","Henley","Western Albemarle","101",55,"Fair",0
1981,1853,"Central Air",3,2,0,3.752,371300,"Meriwether Lewis","Henley","Western Albemarle","101",38,"Average",0
1987,3146,"Central Air",5,3,1,0,852900,"Meriwether Lewis","Henley","Western Albemarle","101",32,"Good",1
1987,3140,"Central Air",5,3,1,11.215,753500,"Meriwether Lewis","Henley","Western Albemarle","101",32,"Average",1
1989,2605,"Central Air",4,3,2,19.666,1260100,"Meriwether Lewis","Henley","Western Albemarle","101",30,"Average",1
1985,2968,"Central Air",3,3,0,18.32,1060200,"Meriwether Lewis","Henley","Western Albemarle","101",34,"Average",1
